day,CLF17,CLG17,CLH17,CLJ17,CLK17,CLM17,CLN17,CLQ17,CLU17,CLZ17,CSZ16,CSF17,CSG17,CSH17,CSJ17,CSK17,CSM17,CSN17,CSQ17,CSU17,CSV17,CSX17,CSZ17,WBSF17,WBSG17,WBSH17,WBSJ17,WBSK17,WBSM17,WBSN17,WBSQ17,WBSU17,WBSZ17,WSPZ16,WSPF17,WSPG17,WSPH17,WSPJ17,WSPK17,WSPM17,0
156,-0.0421377,-0.000526685,0.0102745,-0.00568182,0.0205569,0.0278326,-0.0130845,0.00779981,-0.0561311,0.0160887,-0.0119663,-0.0132553,-0.0151046,0.00705191,-0.0212692,-0.0149221,-0.0100116,0.00917065,-0.00780031,-0.000504159,-0.0023166,0.00317797,-0.00876494,-0.0147368,0.00602991,-0.00474608,-0.000517197,-0.00218038,0.00720072,0.00364334,0.0141975,0.00632911,-0.00143003,-0.00248036,-0.0362024,0.000326211,0.00773223,-0.00223207,0.0144286,0.0468059,
157,0.0178112,-0.0247673,-0.0333704,0.00857143,0.0165732,-0.0228861,0.0115192,0.0248307,-0.00459178,0.0133743,0.00578035,0.00244243,-0.00550531,0.0106983,-0.00512367,-0.00423257,-0.00952937,-0.00355591,-0.0121294,0.00857503,-0.0131579,-0.000422386,-0.00864148,0.0181624,0.00191801,0.00524559,-0.00258732,-0.00973381,0.00223414,0.000955292,0.00699939,-0.0113208,0.00225041,-0.00248653,0.0176397,-0.0219034,-0.0111983,0.0114858,-0.0107312,-0.00180529,
158,-0.0482817,-0.0538545,0.00131514,0.0276204,0.0699774,0.0280708,0.0193382,0.00660793,0.0243024,-0.00530947,0.0184729,-0.0128785,0.0154211,-0.0034642,0.00994495,0.0199105,-0.0465345,-0.0212133,-0.0145521,-0.0180045,0.00784314,-0.00676104,-0.00344618,-0.000209864,-0.00502513,-0.0104364,0.0114137,0.00100301,0.0187249,-0.00362665,-0.0610456,0.00381679,-0.0034701,0.000207727,-0.0411257,-0.0504001,0.00419448,-0.00108932,0.0155543,-0.00287431,
159,0.00598139,-0.00380735,-0.0155968,0.000172295,-0.0285982,0.0111304,-0.0185497,0.0115661,-0.0339411,-0.0103706,0.00832997,0.00722849,0.00681464,-0.0307068,-0.0017584,0.0116254,-0.0111203,0.00567146,0.010383,-0.00229183,-0.00758755,-0.00467986,-0.000203417,0.00608732,0.00505051,-0.00958773,0.0159015,-0.00781563,-0.0102845,-0.00957854,-0.00708079,-0.000633714,-0.00266284,0.000415369,0.00120516,0.00140441,-0.0060566,0.00687353,0.00416395,3.24E-05,
160,-0.014314,-0.0129945,0.0206805,-0.0196382,-0.0796332,0.0170279,0.0588488,0.0105068,-0.039909,-0.0204962,-0.0173218,0.026606,-0.00522143,-0.0103606,-0.00405144,0.00411969,-0.00145773,0.00584089,0.00844942,-0.00255232,-0.00646932,0.00192349,0.00508647,-0.00584185,-0.000239292,0.00484027,0.0224691,-0.0155524,0.00950696,-0.00290135,0.00648298,-0.000211372,-0.004313,-0.00456716,0.00283226,0.00227897,0.000805463,0.00797532,0.00537266,0.0039189,
161,0.0455764,0.021878,0.0325163,0.00562291,0.00943891,0.0125148,-0.00649087,0.0269113,0.0124349,0.0365009,0.00257627,0.0059676,0.00777605,0.0110731,0.000176866,0.0114446,-0.00291971,0.0138166,-0.00634058,0.0140737,0.0011839,0.00106655,0.00101215,5.29E-17,0.00143609,-0.00144509,0.00148148,-0.00410341,-2.20E-16,-0.00620757,-0.00483092,0.0012685,-0.00268152,-0.0202294,0.0331145,0.0121269,0.000489887,0.00960537,0.0141668,-0.00477466,
162,-0.0438034,-0.000757863,-0.000949517,-0.032151,0.0122078,-0.0111909,4.17E-16,0.0132519,-0.0260849,-0.0141166,0.00811469,0.00338983,0.0204475,-0.000995619,0.0143236,-0.00234842,0.00439239,-0.00217262,-0.000227894,0.00353268,-0.0124162,0.0121457,-0.00141557,0.00986359,0.00286807,0.000482393,-0.00443787,-0.00494438,0.0157687,-0.0128831,0.00550162,-0.000422297,-0.0041365,0.00446999,-0.0562466,0.00224654,-0.00489647,-0.00364434,0.00512784,0.0107297,
163,0.0207821,-0.0102389,0.0231269,0.00180538,0.0107775,0.00658784,-0.0302164,0.00484938,0.0176555,0.0318707,-0.0174403,-0.00152027,-0.00283554,-0.00119593,-0.00592748,0.00620586,0.00333195,-0.00277118,0.00797812,0.00301735,0.00339254,-0.000210526,-0.00465776,0.00789692,0.000476644,-0.00313404,-0.00198118,-0.00372671,-0.00711514,-0.00158197,0.010943,-0.00464723,-0.00311526,-0.00105955,0.0184662,-0.0121846,0.00477998,-0.00744481,0.0124551,-0.012925,
164,0.00591068,0.016092,-0.00263199,-0.0142368,0.0187865,-0.0367511,-0.0107368,-0.0168178,-0.0299776,-0.00283497,0.0158383,0.0140416,0.0199052,0.00259429,-0.00964574,-0.00829434,-0.0155666,0.00317586,0.00113071,-0.00200552,0.000994431,-0.00126342,0.00569685,-0.00618557,0.00142925,0.00169287,-0.00645161,-0.00394846,-0.0019544,0.0164389,0.0101878,0.00148557,-0.00479167,-0.00212134,-0.00639932,0.00384011,-0.00160907,0.000945734,0.0241173,0.00659583,
165,-0.0154516,-0.0307315,-0.0201801,-0.00274223,-0.00872165,0.000696864,0.0291551,-0.0577123,0.0557245,0.0206494,0.00685484,0.0105105,0.000371747,0.00875796,0.00655215,-0.00600472,0.00759013,0.00850811,-0.00406596,0.00100477,0.0017882,0.00274088,0.00708072,-0.00207469,0.000237869,0.00627716,0.00424575,0.00792823,0.00435161,0.00233827,-0.0182792,0.00254291,-0.00146535,0.00318878,-0.014026,-0.0324581,0.00742765,-0.0072655,-0.00770275,0.00658489,
166,-0.0130416,-0.00972573,-0.016635,-0.0269478,-0.0432378,-0.0302925,0.0122002,0.0566693,-0.0310015,-0.0246298,0.0120144,0.0165098,0.00613155,-0.00276243,-0.00457424,0.00906149,0.00983469,-0.00863253,0.00272171,0.0112923,0.0122967,0.00294365,0.00944154,-0.0114345,-0.00118906,-0.00983685,0.0119373,-0.0057959,-0.000216638,-0.00155521,0.0128411,0.000422744,-0.00125786,0.0105955,0.00457251,-0.00185707,-0.001565,-0.0039383,-0.0360428,-0.006157,
167,0.00649496,-0.00039285,0.000322217,0.036737,0.0223332,-0.0145422,0.0488253,0.0374963,0.0121313,0.00496017,-0.00461681,0.00519734,-0.0243767,0.0350218,0.0104277,0.0200984,0.00828844,-0.00158322,-5.37E-18,-0.00397022,0.00587774,0.00167715,0.00437811,0.00820189,-0.00404762,0.00121153,0.0208897,0.00520508,0.00346696,0.000194704,0.0551506,-0.00147898,-0.000839631,-0.00629063,0.0153891,-0.00126035,0.0156049,-0.00820428,0.00195112,0.00929272,
168,-0.00422786,-0.0145412,-0.00676437,0.0519717,-0.0457466,-0.0200401,0.0235684,0.0306695,-0.0433608,-0.0206401,-0.00927644,-0.0166424,0.0299072,-0.0089849,-0.0117194,-0.0018864,0.026716,-0.00297324,-0.0115359,0.00348779,-0.00214258,-0.00125576,-0.00733109,-0.00229453,0.000956251,0.0036302,0.0377949,-0.00144988,-0.00496653,0.0153786,0.0519676,0.000211595,0.0111345,-0.00337624,-0.0246905,-0.00342527,-0.00953459,0.00202651,0.00693953,-0.0064578,
169,-0.012514,0.00418744,-0.0113507,-0.0164104,0.115001,-0.0345789,-0.00152236,-0.00223526,-0.027515,-0.0522297,0.029695,0.0085442,-0.00845433,0.00733025,0.00300885,0.00251995,-0.0210168,0.0027833,0.00114416,0.0116683,-0.00195198,-0.000209556,-0.000798403,-0.000627221,-0.0069262,-0.00241138,0.0320111,-0.00373367,-0.0101997,-0.00364264,-0.00142776,0.000846203,0.0195304,-0.00338768,-0.00999489,0.0120598,0.00650992,-0.00314966,0.00861463,0.00180192,
170,-0.0239873,-0.0232327,-0.0114811,-0.00667369,0.0193237,-0.10206,-0.00876691,0.00770092,-0.00745232,0.00580084,-0.00870356,0.0151515,0.0164968,-0.00995787,0.00335274,0.00418936,0.0042936,0.00237906,-0.0016,0.00147239,0.00567182,-0.0012576,0.00159808,-0.00564854,-0.00553151,-0.000241721,0.080018,-0.00249844,-0.00767376,-0.0130845,0.0100086,0.00126823,-0.00590992,-0.00616104,-0.0252027,-0.0039919,-0.00553893,0.0121063,0.0073209,-0.00989272,
171,-0.004869,-0.0150437,-0.0348432,-0.0222772,0.0348341,0.00536136,-0.0251875,-0.00041684,0.0183253,-0.00432554,0.000524178,0.0261595,-0.00583516,0.0133462,0.0175871,-0.00834376,0.0250407,0.00632911,0.0018315,-0.00857633,0.0025282,0.00293809,-0.0157559,-0.00547023,-0.00411125,0.00531915,0.00541103,0.00438322,-0.00508175,-0.00292455,-0.0138732,0.00443319,0.00697007,0.00726806,0.00241911,-0.0102291,-0.0013838,0.0175808,-0.00359924,0.00733147,
172,-0.0232992,-0.00639835,-0.00498539,-0.0168174,-0.00732768,-0.118814,0.0153846,-0.0140395,-0.0602349,-0.00901046,-0.0307793,-0.0136065,0.00513573,-0.0040084,0.000691324,0.00210349,0.0196624,0.00766509,0.000914077,-0.00914483,0.000387973,-0.000209249,0.000810537,0.00761582,0.00582807,0.000962001,-0.0486442,0.00187032,0.00510771,-0.00293312,0.00229687,0.000630517,0.00386808,0.00403226,-0.0233786,-0.0147468,-0.00710178,-0.00813796,-0.0129902,-0.00289836,
173,-0.0186069,-0.0155796,0.00708362,-0.0178407,0.000230681,-0.0486565,-0.0238928,-0.00465247,-0.0099734,-0.00194837,0.00472973,0.0290154,0.0127737,-0.00325795,0.00431779,0.00860621,-0.00623296,0.000585138,-0.0171233,-0.0137191,0.0126042,0.00230222,-0.00222717,-0.00209952,-0.00482859,0.00168188,-0.00630983,0.00788218,0.0134777,-0.00509904,0.0126038,0.00252048,0.00141959,0.0014796,-0.0189961,-0.0212244,0.00177942,-0.00625122,0.00601752,0.000387572,
174,0.0111813,0.0124499,-0.0156116,0.0481273,-0.0113007,0.0913486,-0.0443781,-0.016289,-0.0193418,0.00244021,-0.0110289,0.0138675,0.0194595,-0.00173044,0.0156492,-0.00478668,0.0180321,0.0042885,-0.00673635,0.00379363,0.00287246,-0.000626436,-0.00669643,0.00736377,-0.00460941,-0.00263852,0.0122619,-0.00226384,-0.00414214,0.00512517,-0.0019802,0.00691389,-0.000607533,-0.000633179,0.00440806,0.00551517,-0.00846336,-0.0143831,-0.00577165,-0.00187254,
175,-0.0370192,0.016882,-0.00801673,0.00250134,-0.00326569,0.0659827,-0.0474802,0.0102232,0.0409533,0.0123337,-0.00652795,0.0161094,-0.00936727,-0.0219569,0.00457162,0.00397323,-0.00519831,-0.000776398,-0.00116932,0.00755858,-0.00477373,-0.00793982,-0.0149132,0.00584795,-0.00292469,-0.00745551,0.0116807,0.00206271,0.000656743,-4.39E-17,0.00396825,-0.00062422,-0.00547112,-0.00570222,-0.014185,-0.00380204,0.0102568,-0.0146594,0.0294832,-0.0235153,
176,-0.0137294,-0.00553392,0.00737878,0.0128319,0.0163819,-0.00743657,-0.00765195,0.00513113,-0.0130263,0.0152292,-0.0158795,-0.00882441,0.0124888,0.00610477,0.00859599,-0.00937305,0.00251597,0.00369075,0.0117069,0.00500125,-0.00422103,-0.000210615,-0.00476981,-0.00228405,0.00415546,0.00411921,-0.00748343,0.00205846,0.00109385,-0.00431457,0.0112931,-0.000832813,0.00142624,0.00148683,0.000874473,-6.26E-05,0.00681478,-0.00229404,0.00505793,-0.0414058,
177,0.0334093,-0.0288541,0.00540635,0.000351927,0.020723,0.0550903,-0.00330469,-0.0426829,-0.0165311,-0.0367914,-0.0254556,-0.00286706,0.009163,-0.000782932,0.00451203,-0.00336417,0.0027027,-0.00599961,0.00323999,-0.002737,0.0146435,0.00168527,0.00500104,-0.00457856,0.00632911,-0.00337838,0.000861698,0.00595727,-0.00524476,-0.00393933,-0.00586265,0.00208377,0.00203459,0.00212089,0.022637,-0.008885,-0.00649239,0.0122067,0.0194158,0.0165175,
178,0.026941,-0.0413837,0.0074588,0.00844327,0.0286488,-0.0256892,0.0117153,-0.0112576,-0.0122001,0.0160656,0.0154154,-0.0428269,0.0249694,-0.00313418,-0.0144735,-0.0151899,0.000962649,0.00739875,-0.00346021,-0.000249501,0.0113938,0.00231335,-0.0105743,0.00188166,-0.00145138,0.0283293,0.0193715,-0.00592199,0.00197715,-0.0146332,-0.0207807,-0.00436681,-0.00121827,-0.00126984,0.0298252,-0.0337753,0.000799472,0.00915317,0.00597065,-0.0475915,
179,-0.00310041,0.012619,-0.0122245,0.00226757,0.00899123,0.0199357,-0.00764693,0.0365543,0.0227803,-0.0138754,0.0184144,0.000316206,-0.0143101,-0.00373354,-0.00675219,0.0107112,0.00923254,-0.00425203,-0.00648148,-0.00399301,-0.00751033,0.00440621,0.0090109,-0.00751252,0.00411822,-0.00470921,0.0268159,0.00246508,-0.002631,0.00140478,0.0111844,0.0018797,-0.00406587,-0.00423819,-0.00671242,0.0111075,-0.0118783,0.00867291,0.00964886,-0.0131706,
180,0.0291866,-0.012899,0.00383476,-0.00626523,-0.000869376,-0.10929,-0.0217966,0.046683,0.00603784,-0.0269961,0.00248447,0.032875,-0.0312824,0.00493097,-0.003569,0.0154727,-0.0238231,0.00485248,0.0055918,0.00526184,-0.0215664,0.00793817,-0.00934579,0.000841043,0.000482509,-0.0170334,-0.00143944,0.0057377,-0.000439657,-0.00541082,0.00567215,-0.000416927,0.000816493,0.000851245,0.0201974,-0.00581583,0.02,0.000229727,-0.00804598,0.0363498,
181,-0.00581125,-0.0108527,-0.0349019,-0.037303,0.0154449,-0.00283152,-0.0218321,0.001657,0.0826887,-0.00353119,-0.0119785,0.00153022,-0.0149866,0.0182532,0.0110865,-0.0321436,0.0156189,-0.00231794,0.00880445,-0.00149551,0.0112142,0.00601036,-0.00419287,0.0138655,-0.00241138,0.00409146,-0.00308896,2.02E-17,0.00219925,-0.00423131,0.000846024,0.00312826,0.00836223,0.00871784,-0.00960107,0.00740981,-0.0283952,0.00820264,-0.000728356,0.0118312,
182,-0.0247837,-0.0176892,0.031846,-0.0203747,0.012425,0.0440133,-0.00828348,0.0186104,-0.0811776,0.00961863,0.0083612,0.0039725,-0.031516,-0.00077101,-0.00759109,0.00560707,-0.00749712,0.00367861,-0.00390446,-0.00998502,-0.00650096,-0.0111248,-0.0105263,0.0055947,0.00169205,0.00215724,0.0580459,-0.00570497,0.00351108,-0.0105221,0.000563539,-0.0004158,0.00485437,0.00505902,-0.00924326,-0.00406478,0.0101082,0.00335199,0.00540039,0.00155215,
183,0.0426756,0.0248461,-0.0163906,0.0219127,-0.0209479,0.0299184,-0.0341067,0.00649614,0.00697144,0.0210597,0.00207297,0.0245016,-0.00691977,-0.00540123,-0.00832908,0.00579026,0.00774743,-0.00713735,0.0062255,0.00100857,-0.00654349,-0.00291667,0.00297872,-0.00370905,-0.00868726,0.00382684,0.0138618,-0.00389344,0.000656024,-0.00613497,0.00901155,0.000415973,0.00402576,0.00419463,0.0504399,0.0314201,-0.0147472,-0.00392462,0.0166744,0.0139133,
184,0.0229938,-0.0418149,-0.0342138,0.0252589,-0.00259347,-0.00616197,0.0213788,-0.0311954,0.015444,0.014405,-0.0262033,0.00252525,0.00150659,0.007564,0.00994172,-0.00490405,0.0161445,-0.0172916,0.00297892,-0.0110831,-0.00116234,-4.29E-18,0.00742469,-0.000827301,0.0111977,0.000238265,-0.0196418,-0.00205719,8.79E-17,0.000823045,-0.00111638,-0.0033264,-0.00220529,-0.00229741,0.0171131,-0.0183406,0.00395581,0.00240964,0.0122196,-0.00390612,
185,0.0280962,0.00510678,0.029185,-0.00886211,-0.0147346,0.00310009,0.0197554,-0.00860514,0.0246493,-0.00387284,-0.0127461,-0.0201511,-0.0169237,-0.0142445,0.00101833,0.0107135,-0.00245886,0.00731514,-0.00434087,0.000509424,0.00290923,-0.000835771,0.000842283,0.00103498,-0.00938854,-0.00571701,-0.07857,0.00267986,-0.00174825,0.0168586,0.000558815,0.00292032,0.00281294,0.00293071,0.0293199,0.0153561,0.00308828,-0.000519751,-0.00970252,0.00988884,
186,0.0183647,-0.0247113,-0.0376315,0.0552575,0.0189136,0.00154525,0.0417435,0.0148397,-0.0327575,0.0288353,0.00459045,0.0161803,-0.00306044,0.00566296,-0.0201763,-0.00254399,0.0109973,0.00628067,-0.00803121,0.0114562,0.00850899,1.89E-18,-0.00799495,0.00909843,0.00145808,0.0055103,0.0206779,-2.40E-17,-0.00809982,0.0036393,0.00251326,0.00415973,-0.0010018,-0.00104362,0.00786261,-0.0114689,0.00414042,-0.00224259,0.000161676,-0.0293085,
187,0.00450837,0.00639356,-0.005745,0.0184714,-0.0181308,0.0418779,-0.0104051,0.00344875,-0.0017198,-0.00236183,0.00328431,0.0388393,0.0360706,0.00135922,0.00830594,-0.010627,-0.00375094,0.0144334,0.00624566,-0.00377548,0.00191755,-0.000627353,0.0097561,-0.00143443,-0.00194128,0.0069097,-0.0409357,0.00390625,0.000662105,-0.00503626,0.0155989,-0.000207125,0.000200562,0.000208943,0.0190926,-0.00688468,-0.00338326,0.00817616,0.010087,0.0103312,
188,0.0305621,-0.0148235,-0.0055918,-0.0216306,-0.0191251,0.0344828,-0.0621924,-0.0382183,-0.0761993,0.0107323,-0.0152291,-0.0124624,0.00111111,-0.0418848,0.0121847,0.0139635,0.00489458,0.00192271,-0.00367816,0.000757959,0.0220096,0.00104624,-0.005251,-0.0139544,0.00437637,-0.000473261,0.0185105,3.03E-17,-0.00264667,0.00688398,-0.00905101,-0.00621504,-0.00240626,-0.00250679,0.0247113,-0.00198986,0.00318257,-0.00516963,0.00140832,0.00213462,
189,0.00622148,0.0179126,0.00955951,-0.0195578,0.0414612,-0.00184049,0.0474714,-0.0273013,-0.00516425,0.0162399,-0.00852724,0.00768784,-0.00129486,0.00161911,0.0106816,-0.00572034,0.00843012,-0.00230282,0.00899862,0.00100985,-0.00299625,0.0041806,0.00358953,-0.00395421,0.00411523,-0.0101799,0.0117597,0.000409584,0.00110571,-0.00201086,0.00221423,-0.0045862,-0.00944724,-0.00984293,-0.00419397,0.00244404,0.00257323,0.0265995,0.00137437,0.0109252,
190,-0.0302968,-0.042703,0.000371333,-0.0156114,-0.0251775,0.00245851,0.025279,-4.80E-17,-0.0210526,0.00998771,-0.016035,-0.0273499,-0.0125949,-0.0103051,0.00201309,0.000426167,0.0198774,-0.00961723,-0.00137206,-0.00100883,0.00375657,0.0112406,-0.00189354,0.00125366,0.00385728,-0.00287013,0.0380389,0.00409417,-0.00198807,0.000201491,0.00441867,-0.00230366,-0.00101461,-0.00105753,-0.0218479,-0.026049,0.00573096,0.0149957,-0.00730929,0.00618522,
191,0.0223167,0.00833333,0.012435,0.0315419,0.0013245,-0.0506847,-0.00932919,-0.00132256,-0.0244513,0.00867184,-0.00266667,-0.0238271,-0.0101294,-0.00204165,-6.41E-19,0.0134185,0.00892532,0.00990484,0.022899,-0.00530169,0.00767216,-0.00452861,-0.00252951,0.00166945,0.00120077,-0.00287839,0.0132329,0.00468909,-0.00221337,-0.00282031,-0.0206214,0.00524769,-0.00385944,-0.00402287,0.0103606,-0.0147563,-0.00402028,-0.00729358,0.000546606,0.0083764,
192,-0.0276507,-0.016772,0.0258478,-0.0223779,0.0037478,-0.00925727,-0.011435,0.000882872,0.00166088,0.00603318,-0.0158942,-0.0241055,0.0348683,-0.000613748,0.00066968,0.00945776,-0.0317747,0.0117308,-0.00179091,0.00583756,-0.00222841,-0.00186104,0.00570583,-0.01875,-0.000479731,-0.00577339,0.0333534,0.00263799,-0.00643301,-0.00363636,-0.00982594,-0.000208812,-0.00326264,-0.00340136,-0.00366227,-0.0221984,0.0027729,-0.0142234,0.00273154,0.00823983,
193,0.0119735,-0.0546354,-0.00232309,0.0199196,0.0195476,0.0721425,0.0131549,0.0452808,-0.0464275,0.0118441,-0.00966038,0.00186422,-0.032961,0.00675537,-0.0153923,-0.00832813,0.0281559,0.00095039,-0.00672797,-0.00454201,0.00725851,0.00352186,0.00420256,-0.0014862,0.00239981,0.00193564,-0.027027,0.0068812,-0.0122795,-0.00770479,-0.0110576,0.00334169,0.00818331,0.00853242,0.00875493,-0.0475246,-0.00140012,3.19E-05,-0.00147422,3.32E-05,
194,0.00654976,0.0279812,-0.052839,0.0370053,0.00258509,-0.00587758,-0.00940228,0.00295359,-0.0107493,0.0109646,-0.0281969,-0.00635757,0.020072,0.00345669,0.0163127,0.0398908,-0.0155967,0.0102545,-0.00383834,-0.000760456,0.0116408,0.000619323,-0.00334798,-0.00127578,0.00454872,0.00555421,0.0251799,0.000201005,-0.00180832,0.0089906,0.00315367,-0.00062448,-0.00121753,-0.00126904,-0.00808268,0.00165123,-0.0196993,0.00273912,0.00282441,0.0196,
195,-0.0138539,-0.0180616,0.0503026,-0.0166859,0.0135367,-0.0369011,0.0497175,0.00883467,-0.027325,0.0246226,0.0032936,-0.0115481,0.00965287,-0.0107396,-0.00234075,-0.0145366,-0.00847458,0.00657895,0.012466,8.88E-18,0.00456621,0.00350732,-0.00398908,-0.00659996,0.000714967,-0.00264169,-0.0105263,-0.00120579,0.00724638,0.00587282,0.00200057,-0.00187461,0.00284437,0.00296485,-0.00734705,-0.0102494,0.0247077,-0.00355748,0.0144343,0.00293236,
196,-0.01341,0.102591,-0.0196255,-0.0357863,-0.00339199,0.0201101,0.0159311,-0.0368363,0.00509282,0.00257474,-0.0117242,-0.0036312,-0.0148924,-0.0112659,-0.00988772,-0.0227412,0.00464511,0.0123249,-0.00738751,-0.00126839,-0.00890909,-0.00205592,-0.00084317,0.00621517,-0.00142891,0.00361185,0.00413712,0.00321932,-0.0067446,-0.00543588,-0.0205362,0.0033389,0.00344408,0.00358953,-0.0101601,0.0833514,-0.0102938,0.000828791,0.00921252,-0.00857644,
197,-0.0355987,0.0625,-0.0213039,0.00296219,0.0276537,0.0419174,-0.00826446,-0.0062058,-0.0894083,-0.0141247,0.00173996,0.0313738,0.0055991,-0.00269318,0.00677048,-0.0205451,0.0342149,-0.00645637,0.00180424,-0.00127,-0.0242157,0.00638649,-0.00843882,-0.000638978,0.00190794,0.00335893,0.00196194,-0.00280786,0.00701675,0.00425101,-0.0107746,0.000415973,-0.00403796,-0.00420787,-0.0413976,0.0537433,-0.00602898,0.00764404,-0.0162561,-0.0178255,
198,-0.0344519,0.0880142,-0.0118221,0.0180681,0.0142828,-0.0258913,-0.0166667,0.030061,-0.0818525,0.0212735,0.00742144,-0.00522354,0.0317372,-0.0120482,0.000336247,-0.00278253,0.0171674,0.005013,0.00337686,-0.00127162,0.00225606,0.00143296,-0.00638298,-0.00127877,0.00714116,-0.0047824,0.0135109,0.00482703,0.00157339,0.00181415,0.000883132,0.002079,0.000405433,0.000422565,-0.0200681,0.0616595,-0.00347616,-0.0143503,-0.00927927,-0.0185494,
199,0.0296571,-0.0770325,0.00170908,-0.00665529,-0.0485714,0.0100184,-0.031508,0.0222755,0.117498,0.0133201,-0.0335423,-0.027027,0.0136715,-0.0111438,0.00184874,-0.0133076,-0.00650492,0.00702014,-0.000897465,0.00865801,0.0108798,0.000204415,0.000428266,-0.000640205,-0.00307256,0.00528592,0.0361283,-0.00160128,0.018851,0.000603622,0.0164706,0.0107884,-0.00141844,-0.00147835,0.0200449,-0.0571821,-0.00637147,-0.0165154,0.00798691,0.0232511,
200,-0.00742574,0.0184981,-0.0204739,-0.0278303,-0.0285285,-0.0291498,-0.0204173,-0.000551648,0.0125962,0.0058733,-0.0194616,0.0696825,0.0133097,0.00297682,0.0184533,-0.0861431,0.0122102,0.0038525,0.00741073,-0.00479677,-0.00649471,0.000408747,0.00235445,0.002776,0.00497866,-0.00191205,-0.00410218,-0.0064154,-0.0110132,-0.00341846,-0.00231481,-0.0137521,-0.00162338,-0.00169205,-0.00617196,0.0198365,-0.0136844,0.00163036,0.0020366,0.0217261,
201,0.0217638,0.0108108,0.0224502,-0.020675,-0.0730846,-0.0471226,0.0274851,-0.00593349,0.115238,0.0193243,0.01869,-0.0172132,0.0218914,-0.00296799,0.000988305,-0.00476077,-0.0559441,-0.00785819,0.0140437,-0.00101471,0.00168099,-0.00531154,0.00790092,0.0149063,-0.00212314,0.00502874,-0.00430631,0.00161421,-0.00734967,-0.000201776,-0.0147912,0.0037461,0.000813008,0.000847458,0.0178457,0.0059657,0.00101696,0.0145192,0.00568452,-0.0101769,
202,-0.00532505,-0.0149733,-0.0106,0.0478167,-0.0026203,0.0260394,-0.0298707,-0.0323431,0.253602,-0.023186,-0.0168859,0.00860637,0.00188518,-0.00148841,-0.00213921,0.0136331,-0.0244444,0.00313133,-6.73E-18,-0.000761808,-0.00484803,-0.0232081,0.00233051,0.00503567,-0.00756501,0.00238265,0.0287702,7.97E-17,0.00358986,0.00363269,0.0141301,0.00393946,0.0077173,0.00804403,-0.0122028,-0.0140845,-0.00566017,-0.000866384,0.00596817,-0.0192162,
203,0.0149453,-0.00716612,0.0124354,-0.0289306,0.0243611,-0.0206867,0.0273437,0.0263951,-0.176841,-0.00935493,0.0148637,-0.00449102,0.0071844,0.0036201,-0.00379288,0.00849457,-0.0210706,-0.00624311,0.00395691,0.00635324,0.013116,-0.00651808,-0.00232509,-0.00835073,-0.00142925,0.00285239,0.0131603,-0.00725222,0.00693047,-0.00965212,0.00348331,0.00991326,-0.000806127,-0.000839983,0.0127796,-0.00469925,-0.000328407,-0.0160581,0.00926013,-0.0128274,
204,0.0465934,-0.0223097,0.037037,-0.0303245,-0.0223828,-0.117814,0.0105122,-0.0360587,-0.0132112,-0.0200141,-0.00716029,-0.0347368,0.0129076,0.0235519,0.00215196,0.0161441,-0.00135738,0.0138581,0.00306547,0.00479798,0.00721287,0.00465608,0.00995763,0.00210526,-0.000954198,0.000474046,0.050875,0.0036526,-0.00044405,0.00873096,-0.00867804,0.000613497,-0.00221864,-0.0023119,0.0390466,-0.0137866,0.00609578,-0.0213467,-0.00121299,-0.00386768,
205,-0.0365393,0.0277405,-0.00838192,-0.0199342,-0.0133556,-0.0162923,0.0289951,-0.0446571,0.0348395,0.0110744,0.031962,0.0253934,0.00435949,0.00103648,-0.00148662,-0.00345383,-0.000776699,-0.00200474,0.00371098,0.00376979,-0.00550863,-0.00294923,0.0016782,-0.00378151,0.00286533,2.96E-18,-0.0123605,0.00141529,-0.00821857,-0.000603865,0.00466881,0.0030656,0.000202143,0.000210659,-0.0349481,0.0173624,-0.00406342,0.0140746,0.00878149,0.00303123,
206,0.00893636,-0.0389639,-0.0248071,-0.00858369,-0.0335992,0.0097867,0.0006453,0.00197299,-0.0166128,0.0366999,-0.00317662,-0.0113947,-0.00651085,-0.00269207,0.00628619,-0.0113216,-0.0217645,-0.00273923,-0.00500217,0.0112669,0.00812408,0.00507078,-0.00188482,0.00716997,-0.005,0.00260602,0.0198157,0.00121139,-0.0105263,-0.00382679,0.0133604,-0.00101874,0.00141471,0.0014743,0.00776007,-0.0346342,-0.0119486,-0.0120046,-0.0234913,0.0270289,
207,-0.0300281,0.0400906,-0.0124364,-0.00884623,0.0467734,0.104622,-0.00730868,0.0124205,-0.157273,-0.0167398,0.00239006,0.0196711,0.00218451,0.00498339,-0.00558935,-0.0165927,0.00993246,-0.00512727,-0.00240437,0.0118841,-0.0040293,0.00399411,-0.00335711,0.0041876,-0.00263221,-0.00212665,0.0148287,0.00544465,0.000452694,-0.000202184,-0.00343938,0.00469101,-0.000201816,-0.000210305,-0.0129032,0.0234629,0.00158537,6.66E-05,-0.011475,-0.00519077,
